Packet	Sample	Current Status	Approved Time	Interval from Prev (s)	Approver	Data Review Time	Review-to-Approval
01SEP26.pdf	ETX-260821-0053	Completed	9/1/2026 3:22:15 PM	47	OAjayi	9/1/2026 11:57:13 AM	3h 25m 2s
01SEP26.pdf	ETX-260821-0058	Completed	9/1/2026 3:23:03 PM	48	OAjayi	9/1/2026 11:57:43 AM	3h 25m 20s
01SEP26.pdf	ETX-260821-0063	Completed	9/1/2026 3:23:26 PM	23	OAjayi	9/1/2026 11:58:12 AM	3h 25m 14s
01SEP26.pdf	ETX-260821-0050	Completed	9/1/2026 3:23:49 PM	23	OAjayi	9/1/2026 11:58:41 AM	3h 25m 8s
01SEP26.pdf	ETX-260821-0041	Completed	9/1/2026 3:24:15 PM	26	OAjayi	9/1/2026 11:59:09 AM	3h 25m 6s
01SEP26.pdf	ETX-260821-0067	Completed	9/1/2026 3:24:42 PM	27	OAjayi	9/1/2026 11:59:39 AM	3h 25m 3s
01SEP26.pdf	ETX-260824-0003	Completed	9/1/2026 3:25:59 PM	77	OAjayi	9/1/2026 12:02:08 PM	3h 23m 51s
01SEP26.pdf	ETX-260821-0525	Completed	9/1/2026 3:27:01 PM	62	OAjayi	9/1/2026 12:03:11 PM	3h 23m 50s
01SEP26.pdf	ETX-260824-0634	Completed	9/1/2026 3:27:59 PM	58	OAjayi	9/1/2026 1:02:52 PM	2h 25m 7s
01SEP26.pdf	ETX-260824-0838	Completed	9/1/2026 3:29:02 PM	63	OAjayi	9/1/2026 1:05:51 PM	2h 23m 11s
01SEP26.pdf	ETX-260824-0833	Completed	9/1/2026 3:29:30 PM	28	OAjayi	9/1/2026 1:06:20 PM	2h 23m 10s
01SEP26.pdf	ETX-260824-0829	Completed	9/1/2026 3:30:03 PM	33	OAjayi	9/1/2026 1:06:51 PM	2h 23m 12s
01SEP26.pdf	ETX-260824-0698	Completed	9/1/2026 3:31:17 PM	74	OAjayi	9/1/2026 2:06:18 PM	1h 24m 59s
01SEP26.pdf	ETX-260824-0828	Completed	9/1/2026 3:31:54 PM	37	OAjayi	9/1/2026 2:06:50 PM	1h 25m 4s
01SEP26.pdf	ETX-260824-0837	Completed	9/1/2026 3:32:16 PM	22	OAjayi	9/1/2026 2:07:16 PM	1h 25m 0s
01SEP26.pdf	ETX-260824-0835	Completed	9/1/2026 3:34:33 PM	137	OAjayi	9/1/2026 2:07:47 PM	1h 26m 46s
01SEP26.pdf	ETX-260824-0839	Completed	9/1/2026 3:34:58 PM	25	OAjayi	9/1/2026 2:08:15 PM	1h 26m 43s
01SEP26.pdf	ETX-260821-0542	Completed	9/1/2026 3:35:50 PM	52	OAjayi	9/1/2026 2:09:17 PM	1h 26m 33s
01SEP26.pdf	ETX-260824-0127	Completed	9/1/2026 3:39:17 PM	207	OAjayi	9/1/2026 11:46:57 AM	3h 52m 20s
01SEP26.pdf	ETX-260821-0408	Completed	9/1/2026 3:51:40 PM	743	OAjayi	9/1/2026 3:08:29 PM	43m 11s
01SEP26.pdf	ETX-260821-0526	Completed	9/1/2026 3:52:02 PM	22	OAjayi	9/1/2026 12:59:06 PM	2h 52m 56s
01SEP26.pdf	ETX-260821-0545	Completed	9/1/2026 3:52:24 PM	22	OAjayi	9/1/2026 12:59:38 PM	2h 52m 46s
01SEP26.pdf	ETX-260821-0531	Completed	9/1/2026 3:52:42 PM	18	OAjayi	9/1/2026 1:00:19 PM	2h 52m 23s
01SEP26.pdf	ETX-260821-0187	Completed	9/1/2026 3:55:15 PM	153	OAjayi	9/1/2026 3:11:46 PM	43m 29s
01SEP26.pdf	ETX-260824-0760	Completed	9/1/2026 3:55:34 PM	19	OAjayi	9/1/2026 3:12:17 PM	43m 17s
01SEP26.pdf	ETX-260824-0316	Completed	9/1/2026 3:56:53 PM	79	OAjayi	9/1/2026 3:12:48 PM	44m 5s
01SEP26.pdf	ETX-260824-0083	Completed	9/1/2026 3:57:15 PM	22	OAjayi	9/1/2026 3:13:26 PM	43m 49s
01SEP26.pdf	ETX-260824-0475	Completed	9/1/2026 3:58:40 PM	85	OAjayi	9/1/2026 3:15:52 PM	42m 48s
01SEP26.pdf	ETX-260821-0478	Completed	9/1/2026 3:59:14 PM	34	OAjayi	9/1/2026 3:15:11 PM	44m 3s
01SEP26.pdf	ETX-260824-0483	Completed	9/1/2026 4:00:46 PM	92	OAjayi	9/1/2026 3:39:54 PM	20m 52s
01SEP26.pdf	ETX-260821-0491	Completed	9/1/2026 4:01:52 PM	66	OAjayi	9/1/2026 3:41:43 PM	20m 9s
01SEP26.pdf	ETX-260824-0686	Completed	9/1/2026 4:03:05 PM	73	OAjayi	9/1/2026 3:42:32 PM	20m 33s
01SEP26.pdf	ETX-260824-0717	Completed	9/1/2026 4:04:29 PM	84	OAjayi	9/1/2026 2:08:43 PM	1h 55m 46s
01SEP26.pdf	ETX-260824-0471	Completed	9/1/2026 4:04:53 PM	24	OAjayi	9/1/2026 2:09:48 PM	1h 55m 5s
01SEP26.pdf	ETX-260824-0479	Completed	9/1/2026 4:06:37 PM	104	OAjayi	9/1/2026 10:42:23 AM	5h 24m 14s
02SEP26.pdf	ETX-260824-0060	Completed	8/27/2026 1:50:15 PM	0	OAjayi	8/27/2026 11:38:05 AM	2h 12m 10s
02SEP26.pdf	ETX-260821-0537	Completed	9/2/2026 2:00:20 PM	519005	OAjayi	9/2/2026 1:22:48 PM	37m 32s
02SEP26.pdf	ETX-260824-0143	Completed	9/2/2026 2:02:26 PM	126	OAjayi	9/2/2026 1:33:44 PM	28m 42s
02SEP26.pdf	ETX-260824-0146	Completed	9/2/2026 2:03:07 PM	41	OAjayi	9/2/2026 1:33:11 PM	29m 56s
02SEP26.pdf	ETX-260824-0166	Completed	9/2/2026 2:03:48 PM	41	OAjayi	9/2/2026 1:32:39 PM	31m 9s
02SEP26.pdf	ETX-260824-0067	Completed	9/2/2026 2:05:00 PM	72	OAjayi	9/2/2026 1:32:10 PM	32m 50s
02SEP26.pdf	ETX-260824-0140	Completed	9/2/2026 2:05:52 PM	52	OAjayi	9/2/2026 1:31:37 PM	34m 15s
02SEP26.pdf	ETX-260824-0072	Completed	9/2/2026 2:06:32 PM	40	OAjayi	9/2/2026 1:31:07 PM	35m 25s
02SEP26.pdf	ETX-260824-0173	Completed	9/2/2026 2:07:01 PM	29	OAjayi	9/2/2026 1:28:29 PM	38m 32s
02SEP26.pdf	ETX-260824-0214	Completed	9/2/2026 2:07:33 PM	32	OAjayi	9/2/2026 1:27:59 PM	39m 34s
02SEP26.pdf	ETX-260824-0212	Completed	9/2/2026 2:08:52 PM	79	OAjayi	9/2/2026 1:27:25 PM	41m 27s
02SEP26.pdf	ETX-260824-0069	Completed	9/2/2026 2:09:29 PM	37	OAjayi	9/2/2026 1:25:21 PM	44m 8s
02SEP26.pdf	ETX-260825-0119	Completed	9/2/2026 2:11:46 PM	137	OAjayi	9/2/2026 1:39:21 PM	32m 25s
02SEP26.pdf	ETX-260825-0107	Completed	9/2/2026 2:13:42 PM	116	OAjayi	9/2/2026 1:40:20 PM	33m 22s
02SEP26.pdf	ETX-260825-0129	Completed	9/2/2026 2:14:15 PM	33	OAjayi	9/2/2026 1:40:49 PM	33m 26s
02SEP26.pdf	ETX-260825-0162	Completed	9/2/2026 2:15:06 PM	51	OAjayi	9/2/2026 1:41:25 PM	33m 41s
02SEP26.pdf	ETX-260825-0121	Completed	9/2/2026 2:15:53 PM	47	OAjayi	9/2/2026 1:42:01 PM	33m 52s
02SEP26.pdf	ETX-260825-0134	Completed	9/2/2026 2:16:20 PM	27	OAjayi	9/2/2026 1:42:32 PM	33m 48s
02SEP26.pdf	ETX-260825-0113	Completed	9/2/2026 2:16:56 PM	36	OAjayi	9/2/2026 1:43:12 PM	33m 44s
02SEP26.pdf	ETX-260825-0148	Completed	9/2/2026 2:17:16 PM	20	OAjayi	9/2/2026 1:43:43 PM	33m 33s
02SEP26.pdf	ETX-260825-0138	Completed	9/2/2026 2:17:45 PM	29	OAjayi	9/2/2026 1:44:12 PM	33m 33s
02SEP26.pdf	ETX-260825-0127	Completed	9/2/2026 2:18:08 PM	23	OAjayi	9/2/2026 1:44:48 PM	33m 20s
02SEP26.pdf	ETX-260825-0357	Completed	9/2/2026 2:20:35 PM	147	OAjayi	9/2/2026 1:47:24 PM	33m 11s
02SEP26.pdf	ETX-260825-0521	Completed	9/2/2026 2:20:58 PM	23	OAjayi	9/2/2026 1:47:57 PM	33m 1s
02SEP26.pdf	ETX-260825-0794	Completed	9/2/2026 2:22:26 PM	88	OAjayi	9/2/2026 1:50:31 PM	31m 55s
02SEP26.pdf	ETX-260825-0684	Completed	9/2/2026 2:22:57 PM	31	OAjayi	9/2/2026 1:51:02 PM	31m 55s
02SEP26.pdf	ETX-260825-0340	Completed	9/2/2026 2:24:09 PM	72	OAjayi	9/2/2026 1:51:31 PM	32m 38s
02SEP26.pdf	ETX-260825-0535	Completed	9/2/2026 2:24:40 PM	31	OAjayi	9/2/2026 1:52:00 PM	32m 40s
02SEP26.pdf	ETX-260825-0624	Completed	9/2/2026 2:26:09 PM	89	OAjayi	9/2/2026 1:52:32 PM	33m 37s
02SEP26.pdf	ETX-260825-0780	Completed	9/2/2026 2:26:32 PM	23	OAjayi	9/2/2026 1:53:06 PM	33m 26s
02SEP26.pdf	ETX-260825-0594	Completed	9/2/2026 2:27:13 PM	41	OAjayi	9/2/2026 1:53:38 PM	33m 35s
03SEP26.pdf	ETX-260825-0161	Completed	9/3/2026 4:16:33 PM	0	OAjayi	9/3/2026 1:36:12 PM	2h 40m 21s
03SEP26.pdf	ETX-260825-0106	Completed	9/3/2026 4:16:46 PM	13	OAjayi	9/3/2026 1:36:39 PM	2h 40m 7s
03SEP26.pdf	ETX-260825-0147	Completed	9/3/2026 4:17:06 PM	20	OAjayi	9/3/2026 1:37:11 PM	2h 39m 55s
03SEP26.pdf	ETX-260825-0124	Completed	9/3/2026 4:17:22 PM	16	OAjayi	9/3/2026 1:37:38 PM	2h 39m 44s
03SEP26.pdf	ETX-260825-0122	Completed	9/3/2026 4:18:06 PM	44	OAjayi	9/3/2026 1:38:06 PM	2h 40m 0s
03SEP26.pdf	ETX-260825-0110	Completed	9/3/2026 4:18:31 PM	25	OAjayi	9/3/2026 1:38:35 PM	2h 39m 56s
03SEP26.pdf	ETX-260825-0131	Completed	9/3/2026 4:19:07 PM	36	OAjayi	9/3/2026 1:39:08 PM	2h 39m 59s
03SEP26.pdf	ETX-260825-0102	Completed	9/3/2026 4:19:39 PM	32	OAjayi	9/3/2026 1:40:04 PM	2h 39m 35s
03SEP26.pdf	ETX-260825-0111	Completed	9/3/2026 4:20:00 PM	21	OAjayi	9/3/2026 1:40:48 PM	2h 39m 12s
03SEP26.pdf	ETX-260825-0146	Completed	9/3/2026 4:20:49 PM	49	OAjayi	9/3/2026 1:41:18 PM	2h 39m 31s
03SEP26.pdf	ETX-260825-0674	Completed	9/3/2026 4:21:28 PM	39	OAjayi	9/3/2026 1:41:49 PM	2h 39m 39s
03SEP26.pdf	ETX-260824-0189	Completed	9/3/2026 4:21:54 PM	26	OAjayi	9/3/2026 1:42:21 PM	2h 39m 33s
03SEP26.pdf	ETX-260825-0180	Completed	9/3/2026 4:22:24 PM	30	OAjayi	9/3/2026 1:42:51 PM	2h 39m 33s
03SEP26.pdf	ETX-260825-0712	Completed	9/3/2026 4:23:08 PM	44	OAjayi	9/3/2026 1:43:59 PM	2h 39m 9s
03SEP26.pdf	ETX-260824-0831	Completed	9/3/2026 4:23:23 PM	15	OAjayi	9/3/2026 1:44:33 PM	2h 38m 50s
03SEP26.pdf	ETX-260825-0645	Completed	9/3/2026 4:24:26 PM	63	OAjayi	9/3/2026 1:43:30 PM	2h 40m 56s
03SEP26.pdf	ETX-260825-0668	Completed	9/3/2026 4:25:38 PM	72	OAjayi	9/3/2026 1:46:14 PM	2h 39m 24s
03SEP26.pdf	ETX-260825-0753	Completed	9/3/2026 4:25:55 PM	17	OAjayi	9/3/2026 1:46:50 PM	2h 39m 5s
03SEP26.pdf	ETX-260824-0821	Completed	9/3/2026 4:26:09 PM	14	OAjayi	9/3/2026 1:47:22 PM	2h 38m 47s
03SEP26.pdf	ETX-260825-0811	Completed	9/3/2026 4:27:33 PM	84	OAjayi	9/3/2026 1:50:30 PM	2h 37m 3s
03SEP26.pdf	ETX-260825-0563	Completed	9/3/2026 4:27:50 PM	17	OAjayi	9/3/2026 1:50:55 PM	2h 36m 55s
03SEP26.pdf	ETX-260825-0589	Completed	9/3/2026 4:28:11 PM	21	OAjayi	9/3/2026 1:51:23 PM	2h 36m 48s
03SEP26.pdf	ETX-260825-0591	Completed	9/3/2026 4:28:35 PM	24	OAjayi	9/3/2026 1:51:53 PM	2h 36m 42s
03SEP26.pdf	ETX-260825-0569	Completed	9/3/2026 4:28:55 PM	20	OAjayi	9/3/2026 1:52:25 PM	2h 36m 30s
03SEP26.pdf	ETX-260825-0560	Completed	9/3/2026 4:29:20 PM	25	OAjayi	9/3/2026 1:52:55 PM	2h 36m 25s
03SEP26.pdf	ETX-260825-0579	Completed	9/3/2026 4:29:36 PM	16	OAjayi	9/3/2026 1:53:27 PM	2h 36m 9s
03SEP26.pdf	ETX-260825-0700	Completed	9/3/2026 4:30:31 PM	55	OAjayi	9/3/2026 1:56:05 PM	2h 34m 26s
03SEP26.pdf	ETX-260826-0475	Completed	9/3/2026 4:33:06 PM	155	OAjayi	9/3/2026 2:01:52 PM	2h 31m 14s
03SEP26.pdf	ETX-260826-0477	Completed	9/3/2026 4:33:23 PM	17	OAjayi	9/3/2026 2:02:20 PM	2h 31m 3s
03SEP26.pdf	ETX-260826-0346	Completed	9/3/2026 4:33:37 PM	14	OAjayi	9/3/2026 2:02:49 PM	2h 30m 48s
03SEP26.pdf	ETX-260826-0470	Completed	9/3/2026 4:34:07 PM	30	OAjayi	9/3/2026 2:03:16 PM	2h 30m 51s
03SEP26.pdf	ETX-260826-0315	Completed	9/3/2026 4:34:43 PM	36	OAjayi	9/3/2026 2:03:47 PM	2h 30m 56s
03SEP26.pdf	ETX-260826-0472	Completed	9/3/2026 4:35:15 PM	32	OAjayi	9/3/2026 2:04:14 PM	2h 31m 1s
03SEP26.pdf	ETX-260826-0473	Completed	9/3/2026 4:35:42 PM	27	OAjayi	9/3/2026 2:04:49 PM	2h 30m 53s
03SEP26.pdf	ETX-260826-0376	Completed	9/3/2026 4:36:07 PM	25	OAjayi	9/3/2026 2:05:20 PM	2h 30m 47s
03SEP26.pdf	ETX-260825-0309	Completed	9/3/2026 4:36:35 PM	28	OAjayi	9/3/2026 2:05:53 PM	2h 30m 42s
03SEP26.pdf	ETX-260826-0311	Completed	9/3/2026 4:38:51 PM	136	OAjayi	9/3/2026 2:08:30 PM	2h 30m 21s
03SEP26.pdf	ETX-260825-0689	Completed	9/3/2026 4:41:07 PM	136	OAjayi	9/3/2026 2:12:31 PM	2h 28m 36s
03SEP26.pdf	ETX-260825-0789	Completed	9/3/2026 4:41:47 PM	40	OAjayi	9/3/2026 2:14:30 PM	2h 27m 17s
03SEP26.pdf	ETX-260825-0782	Completed	9/3/2026 4:42:07 PM	20	OAjayi	9/3/2026 2:15:01 PM	2h 27m 6s
03SEP26.pdf	ETX-260825-0706	Completed	9/3/2026 4:42:28 PM	21	OAjayi	9/3/2026 2:15:32 PM	2h 26m 56s
03SEP26.pdf	ETX-260825-0779	Completed	9/3/2026 4:42:49 PM	21	OAjayi	9/3/2026 2:16:01 PM	2h 26m 48s
03SEP26.pdf	ETX-260821-0318	Completed	9/3/2026 4:43:17 PM	28	OAjayi	9/3/2026 2:16:29 PM	2h 26m 48s
03SEP26.pdf	ETX-260826-0132	Completed	9/3/2026 4:44:27 PM	70	OAjayi	9/3/2026 2:18:30 PM	2h 25m 57s
03SEP26.pdf	ETX-260826-0131	Completed	9/3/2026 4:44:52 PM	25	OAjayi	9/3/2026 2:19:05 PM	2h 25m 47s
03SEP26.pdf	ETX-260826-0106	Completed	9/3/2026 4:45:15 PM	23	OAjayi	9/3/2026 2:19:34 PM	2h 25m 41s
03SEP26.pdf	ETX-260826-0360	Completed	9/3/2026 4:46:19 PM	64	OAjayi	9/3/2026 2:21:41 PM	2h 24m 38s
03SEP26.pdf	ETX-260825-0504	Completed	9/3/2026 4:47:08 PM	49	OAjayi	9/3/2026 2:23:19 PM	2h 23m 49s
03SEP26.pdf	ETX-260824-0616	Completed	9/3/2026 4:47:56 PM	48	OAjayi	9/3/2026 2:24:03 PM	2h 23m 53s
03SEP26.pdf	ETX-260826-0129	Completed	9/3/2026 4:48:33 PM	37	OAjayi	9/3/2026 2:20:03 PM	2h 28m 30s
04SEP26.pdf	ETX-260826-0604	Completed	8/28/2026 2:34:48 PM	0	QChen	8/28/2026 9:48:25 AM	4h 46m 23s
04SEP26.pdf	ETX-260826-0382	Completed	9/4/2026 11:45:10 AM	594622	RSeymour	9/4/2026 11:25:22 AM	19m 48s
04SEP26.pdf	ETX-260826-0643	Completed	9/4/2026 4:21:18 PM	16568	OAjayi	9/4/2026 1:19:50 PM	3h 1m 28s
04SEP26.pdf	ETX-260827-0324	Completed	9/4/2026 4:22:39 PM	81	OAjayi	9/4/2026 4:19:17 PM	3m 22s
04SEP26.pdf	ETX-260826-0669	Completed	9/4/2026 4:23:19 PM	40	OAjayi	9/4/2026 4:18:39 PM	4m 40s
04SEP26.pdf	ETX-260826-0639	Completed	9/4/2026 4:24:41 PM	82	OAjayi	9/4/2026 4:20:32 PM	4m 9s
04SEP26.pdf	ETX-260826-0650	Completed	9/4/2026 4:27:40 PM	179	OAjayi	9/4/2026 1:24:38 PM	3h 3m 2s
04SEP26.pdf	ETX-260826-0652	Completed	9/4/2026 4:28:05 PM	25	OAjayi	9/4/2026 1:25:08 PM	3h 2m 57s
04SEP26.pdf	ETX-260826-0101	Completed	9/4/2026 4:28:37 PM	32	OAjayi	9/4/2026 1:27:01 PM	3h 1m 36s
04SEP26.pdf	ETX-260826-0098	Completed	9/4/2026 4:29:02 PM	25	OAjayi	9/4/2026 1:27:33 PM	3h 1m 29s
04SEP26.pdf	ETX-260826-0688	Completed	9/4/2026 4:29:37 PM	35	OAjayi	9/4/2026 1:28:02 PM	3h 1m 35s
04SEP26.pdf	ETX-260826-0107	Completed	9/4/2026 4:30:09 PM	32	OAjayi	9/4/2026 1:28:27 PM	3h 1m 42s
04SEP26.pdf	ETX-260826-0103	Completed	9/4/2026 4:30:44 PM	35	OAjayi	9/4/2026 2:15:07 PM	2h 15m 37s
04SEP26.pdf	ETX-260826-0096	Completed	9/4/2026 4:31:11 PM	27	OAjayi	9/4/2026 1:29:09 PM	3h 2m 2s
04SEP26.pdf	ETX-260825-0632	Completed	9/4/2026 4:31:35 PM	24	OAjayi	9/4/2026 1:29:41 PM	3h 1m 54s
04SEP26.pdf	ETX-260825-0661	Completed	9/4/2026 4:31:57 PM	22	OAjayi	9/4/2026 1:30:13 PM	3h 1m 44s
04SEP26.pdf	ETX-260825-0672	Completed	9/4/2026 4:32:18 PM	21	OAjayi	9/4/2026 1:30:49 PM	3h 1m 29s
04SEP26.pdf	ETX-260826-0088	Completed	9/4/2026 4:32:34 PM	16	OAjayi	9/4/2026 1:31:16 PM	3h 1m 18s
04SEP26.pdf	ETX-260825-0186	Completed	9/4/2026 4:34:02 PM	88	OAjayi	9/4/2026 1:34:22 PM	2h 59m 40s
04SEP26.pdf	ETX-260826-0415	Completed	9/4/2026 4:34:32 PM	30	OAjayi	9/4/2026 1:34:55 PM	2h 59m 37s
04SEP26.pdf	ETX-260826-0694	Completed	9/4/2026 4:34:48 PM	16	OAjayi	9/4/2026 1:35:25 PM	2h 59m 23s
04SEP26.pdf	ETX-260826-0071	Completed	9/4/2026 4:35:11 PM	23	OAjayi	9/4/2026 1:36:03 PM	2h 59m 8s
04SEP26.pdf	ETX-260827-0333	Completed	9/4/2026 4:36:46 PM	95	OAjayi	9/4/2026 1:40:13 PM	2h 56m 33s
04SEP26.pdf	ETX-260827-0350	Completed	9/4/2026 4:37:33 PM	47	OAjayi	9/4/2026 1:40:47 PM	2h 56m 46s
04SEP26.pdf	ETX-260826-0102	Completed	9/4/2026 4:38:37 PM	64	OAjayi	9/4/2026 1:43:19 PM	2h 55m 18s
